HOC.1174;HOC.1178
HOC.1178;HOC.1180
HOC.1180;Dowayhis
Dowayhis;HOC.1294
Dowayhis;HOC.1304
Dowayhis;HOC.1312
HOC.1312;HOC.1434
HOC.1434;HOC.1428
HOC.1428;HOC.1440
HOC.1440;HOC.1465
HOC.1465;HOC.1471
HOC.1465;HOC.1460
HOC.1471;UC.034
HOC.1460;UC.034
UC.034;UC.171
UC.171;Girsu
HOC.1432;Hayyad al-'Awi
HOC.1437;Hayyad al-'Awi
Hayyad al-'Awi;HOC.1316
HOC.1316;HOC.1294
HOC.1316;HOC.1304
HOC.1316;HOC.1284
HOC.1284;Tell al-Hayyad
HOC.1294;HOC.1284
HOC.1294;HOC.1278
HOC.1304;HOC.1278
HOC.1294;HOC.1210
HOC.1304;HOC.1210
HOC.1210;HOC.1271
HOC.1278;HOC.1271
HOC.1210;HOC.1208
HOC.1278;HOC.1208
HOC.1271;HOC.1199
HOC.1208;HOC.1199
HOC.1199;HOC.1198
HOC.1198;HOC.1195
HOC.1198;HOC.1159
HOC.1195;HOC.1196
HOC.1159;HOC.1194
HOC.1194;HOC.1304
HOC.1194;HOC.1294
HOC.1159;HOC.1195
HOC.1195;HOC.1196
HOC.1159;HOC.1198
HOC.1159;HOC.1205
HOC.1205;HOC.1199
HOC.1159;HOC.1118
HOC.1118;HOC.1100
HOC.1118;HOC.1114
HOC.1100;HOC.1112
HOC.1114;HOC.1112
HOC.1112;HOC.1113
HOC.1113;HOC.1020
HOC.1020;HOC.1024
HOC.1166;HOC.1164
HOC.1164;Tell Hamayama
Tell Hamayama;HOC.1115
HOC.1115;HOC.1072
HOC.1072;Tell Dalmaj
HOC.1024;HOC.845
HOC.940;HOC.975
HOC.940;HOC.939
HOC.845;HOC.837
HOC.845;HOC.804
HOC.845;HOC.792
HOC.845;HOC.832
HOC.837;HOC.835
HOC.835;HOC.824
HOC.824;Tell al-Arsan
Tell al-Arsan;HOC.829
HOC.829;HOC.831
HOC.831;HOC.832
HOC.824;HOC.804
HOC.824;HOC.792
HOC.824;HOC.781
HOC.824;HOC.744
HOC.781;HOC.740
HOC.744;HOC.740
HOC.740;HOC.677
HOC.677;HOC.573
