UC.282;UC.276
UC.282;UC.274
UC.274;UC.272
UC.272;UC.242
UC.242;UC.329
UC.242;UC.139
UC.139;UC.137
UC.331;UC.325
UC.331;UC.334
UC.334;UC.314
UC.314;UC.309
UC.309;UC.310
UC.310;UC.293
UC.293;UC.292
UC.292;UC.325
UC.293;UC.262
UC.293;UC.407
UC.293;UC.406
UC.264;Abu Ilba
Abu Ilba;UC.163
UC.163;UC.162
UC.162;Tell Jid
Tell Jid;UC.218
UC.218;UC.203
UC.203;UC.201
UC.262;UC.163
UC.256;UC.161
Duluk;al-'Asayla
Duluk;Surtepe Höyük
Duluk;Tilbes Höyük
UC.329;UC.338
UC.338;Uruk
UC.350;Uruk
UC.350;UC.338
UC.350;Ur
UC.329;Uruk
UC.338;Eridu
Eridu;Ur
Eridu;Zurghul
Eridu;Susa
UC.329;Tell Mismar
Tell Mismar;HOC.1615
UC.329;UC.242
Tell Mismar;HOC.1375
Tell Mismar;Abu Dhaba
Tell Mismar;Tell Uqair
HOC.1615;HOC.1375
HOC.1615;Abu Dhaba
HOC.1615;Tell Uqair
